date_key,day,week,month_name,quarter,year,fiscal_period,is_weekend
2023-12-31,31,52,December,4,2023,FY2023-Q4,True
2024-01-01,1,1,January,1,2024,FY2024-Q1,False
2024-01-02,2,1,January,1,2024,FY2024-Q1,False
2024-01-03,3,1,January,1,2024,FY2024-Q1,False
2024-01-04,4,1,January,1,2024,FY2024-Q1,False
2024-01-05,5,1,January,1,2024,FY2024-Q1,False
2024-01-06,6,1,January,1,2024,FY2024-Q1,True
2024-01-07,7,1,January,1,2024,FY2024-Q1,True
2024-01-08,8,2,January,1,2024,FY2024-Q1,False
2024-01-09,9,2,January,1,2024,FY2024-Q1,False
2024-01-10,10,2,January,1,2024,FY2024-Q1,False
2024-01-11,11,2,January,1,2024,FY2024-Q1,False
2024-01-12,12,2,January,1,2024,FY2024-Q1,False
2024-01-13,13,2,January,1,2024,FY2024-Q1,True
2024-01-14,14,2,January,1,2024,FY2024-Q1,True
2024-01-15,15,3,January,1,2024,FY2024-Q1,False
2024-01-16,16,3,January,1,2024,FY2024-Q1,False
2024-01-17,17,3,January,1,2024,FY2024-Q1,False
2024-01-18,18,3,January,1,2024,FY2024-Q1,False
2024-01-19,19,3,January,1,2024,FY2024-Q1,False
2024-01-20,20,3,January,1,2024,FY2024-Q1,True
2024-01-21,21,3,January,1,2024,FY2024-Q1,True
2024-01-22,22,4,January,1,2024,FY2024-Q1,False
2024-01-23,23,4,January,1,2024,FY2024-Q1,False
2024-01-24,24,4,January,1,2024,FY2024-Q1,False
2024-01-25,25,4,January,1,2024,FY2024-Q1,False
2024-01-26,26,4,January,1,2024,FY2024-Q1,False
2024-01-27,27,4,January,1,2024,FY2024-Q1,True
2024-01-28,28,4,January,1,2024,FY2024-Q1,True
2024-01-29,29,5,January,1,2024,FY2024-Q1,False
2024-01-30,30,5,January,1,2024,FY2024-Q1,False
2024-01-31,31,5,January,1,2024,FY2024-Q1,False
2024-02-01,1,5,February,1,2024,FY2024-Q1,False
2024-02-02,2,5,February,1,2024,FY2024-Q1,False
2024-02-03,3,5,February,1,2024,FY2024-Q1,True
2024-02-04,4,5,February,1,2024,FY2024-Q1,True
2024-02-05,5,6,February,1,2024,FY2024-Q1,False
2024-02-06,6,6,February,1,2024,FY2024-Q1,False
2024-02-07,7,6,February,1,2024,FY2024-Q1,False
2024-02-08,8,6,February,1,2024,FY2024-Q1,False
2024-02-09,9,6,February,1,2024,FY2024-Q1,False
2024-02-10,10,6,February,1,2024,FY2024-Q1,True
2024-02-11,11,6,February,1,2024,FY2024-Q1,True
2024-02-12,12,7,February,1,2024,FY2024-Q1,False
2024-02-13,13,7,February,1,2024,FY2024-Q1,False
2024-02-14,14,7,February,1,2024,FY2024-Q1,False
2024-02-15,15,7,February,1,2024,FY2024-Q1,False
2024-02-16,16,7,February,1,2024,FY2024-Q1,False
2024-02-17,17,7,February,1,2024,FY2024-Q1,True
2024-02-18,18,7,February,1,2024,FY2024-Q1,True
2024-02-19,19,8,February,1,2024,FY2024-Q1,False
2024-02-20,20,8,February,1,2024,FY2024-Q1,False
2024-02-21,21,8,February,1,2024,FY2024-Q1,False
2024-02-22,22,8,February,1,2024,FY2024-Q1,False
2024-02-23,23,8,February,1,2024,FY2024-Q1,False
2024-02-24,24,8,February,1,2024,FY2024-Q1,True
2024-02-25,25,8,February,1,2024,FY2024-Q1,True
2024-02-26,26,9,February,1,2024,FY2024-Q1,False
2024-02-27,27,9,February,1,2024,FY2024-Q1,False
2024-02-28,28,9,February,1,2024,FY2024-Q1,False
2024-02-29,29,9,February,1,2024,FY2024-Q1,False
2024-03-01,1,9,March,1,2024,FY2024-Q1,False
2024-03-02,2,9,March,1,2024,FY2024-Q1,True
2024-03-03,3,9,March,1,2024,FY2024-Q1,True
2024-03-04,4,10,March,1,2024,FY2024-Q1,False
2024-03-05,5,10,March,1,2024,FY2024-Q1,False
2024-03-06,6,10,March,1,2024,FY2024-Q1,False
2024-03-07,7,10,March,1,2024,FY2024-Q1,False
2024-03-08,8,10,March,1,2024,FY2024-Q1,False
2024-03-09,9,10,March,1,2024,FY2024-Q1,True
2024-03-10,10,10,March,1,2024,FY2024-Q1,True
2024-03-11,11,11,March,1,2024,FY2024-Q1,False
2024-03-12,12,11,March,1,2024,FY2024-Q1,False
2024-03-13,13,11,March,1,2024,FY2024-Q1,False
2024-03-14,14,11,March,1,2024,FY2024-Q1,False
2024-03-15,15,11,March,1,2024,FY2024-Q1,False
2024-03-16,16,11,March,1,2024,FY2024-Q1,True
2024-03-17,17,11,March,1,2024,FY2024-Q1,True
2024-03-18,18,12,March,1,2024,FY2024-Q1,False
2024-03-19,19,12,March,1,2024,FY2024-Q1,False
2024-03-20,20,12,March,1,2024,FY2024-Q1,False
2024-03-21,21,12,March,1,2024,FY2024-Q1,False
2024-03-22,22,12,March,1,2024,FY2024-Q1,False
2024-03-23,23,12,March,1,2024,FY2024-Q1,True
2024-03-24,24,12,March,1,2024,FY2024-Q1,True
2024-03-25,25,13,March,1,2024,FY2024-Q1,False
2024-03-26,26,13,March,1,2024,FY2024-Q1,False
2024-03-27,27,13,March,1,2024,FY2024-Q1,False
2024-03-28,28,13,March,1,2024,FY2024-Q1,False
2024-03-29,29,13,March,1,2024,FY2024-Q1,False
2024-03-30,30,13,March,1,2024,FY2024-Q1,True
2024-03-31,31,13,March,1,2024,FY2024-Q1,True
2024-04-01,1,14,April,2,2024,FY2024-Q2,False
2024-04-02,2,14,April,2,2024,FY2024-Q2,False
2024-04-03,3,14,April,2,2024,FY2024-Q2,False
2024-04-04,4,14,April,2,2024,FY2024-Q2,False
2024-04-05,5,14,April,2,2024,FY2024-Q2,False
2024-04-06,6,14,April,2,2024,FY2024-Q2,True
2024-04-07,7,14,April,2,2024,FY2024-Q2,True
2024-04-08,8,15,April,2,2024,FY2024-Q2,False
2024-04-09,9,15,April,2,2024,FY2024-Q2,False
2024-04-10,10,15,April,2,2024,FY2024-Q2,False
2024-04-11,11,15,April,2,2024,FY2024-Q2,False
2024-04-12,12,15,April,2,2024,FY2024-Q2,False
2024-04-13,13,15,April,2,2024,FY2024-Q2,True
2024-04-14,14,15,April,2,2024,FY2024-Q2,True
2024-04-15,15,16,April,2,2024,FY2024-Q2,False
2024-04-16,16,16,April,2,2024,FY2024-Q2,False
2024-04-17,17,16,April,2,2024,FY2024-Q2,False
2024-04-18,18,16,April,2,2024,FY2024-Q2,False
2024-04-19,19,16,April,2,2024,FY2024-Q2,False
2024-04-20,20,16,April,2,2024,FY2024-Q2,True
2024-04-21,21,16,April,2,2024,FY2024-Q2,True
2024-04-22,22,17,April,2,2024,FY2024-Q2,False
2024-04-23,23,17,April,2,2024,FY2024-Q2,False
2024-04-24,24,17,April,2,2024,FY2024-Q2,False
2024-04-25,25,17,April,2,2024,FY2024-Q2,False
2024-04-26,26,17,April,2,2024,FY2024-Q2,False
2024-04-27,27,17,April,2,2024,FY2024-Q2,True
2024-04-28,28,17,April,2,2024,FY2024-Q2,True
2024-04-29,29,18,April,2,2024,FY2024-Q2,False
2024-04-30,30,18,April,2,2024,FY2024-Q2,False
2024-05-01,1,18,May,2,2024,FY2024-Q2,False
2024-05-02,2,18,May,2,2024,FY2024-Q2,False
2024-05-03,3,18,May,2,2024,FY2024-Q2,False
2024-05-04,4,18,May,2,2024,FY2024-Q2,True
2024-05-05,5,18,May,2,2024,FY2024-Q2,True
2024-05-06,6,19,May,2,2024,FY2024-Q2,False
2024-05-07,7,19,May,2,2024,FY2024-Q2,False
2024-05-08,8,19,May,2,2024,FY2024-Q2,False
2024-05-09,9,19,May,2,2024,FY2024-Q2,False
2024-05-10,10,19,May,2,2024,FY2024-Q2,False
2024-05-11,11,19,May,2,2024,FY2024-Q2,True
2024-05-12,12,19,May,2,2024,FY2024-Q2,True
2024-05-13,13,20,May,2,2024,FY2024-Q2,False
2024-05-14,14,20,May,2,2024,FY2024-Q2,False
2024-05-15,15,20,May,2,2024,FY2024-Q2,False
2024-05-16,16,20,May,2,2024,FY2024-Q2,False
2024-05-17,17,20,May,2,2024,FY2024-Q2,False
2024-05-18,18,20,May,2,2024,FY2024-Q2,True
2024-05-19,19,20,May,2,2024,FY2024-Q2,True
2024-05-20,20,21,May,2,2024,FY2024-Q2,False
2024-05-21,21,21,May,2,2024,FY2024-Q2,False
2024-05-22,22,21,May,2,2024,FY2024-Q2,False
2024-05-23,23,21,May,2,2024,FY2024-Q2,False
2024-05-24,24,21,May,2,2024,FY2024-Q2,False
2024-05-25,25,21,May,2,2024,FY2024-Q2,True
2024-05-26,26,21,May,2,2024,FY2024-Q2,True
2024-05-27,27,22,May,2,2024,FY2024-Q2,False
2024-05-28,28,22,May,2,2024,FY2024-Q2,False
2024-05-29,29,22,May,2,2024,FY2024-Q2,False
2024-05-30,30,22,May,2,2024,FY2024-Q2,False
2024-05-31,31,22,May,2,2024,FY2024-Q2,False
2024-06-01,1,22,June,2,2024,FY2024-Q2,True
2024-06-02,2,22,June,2,2024,FY2024-Q2,True
2024-06-03,3,23,June,2,2024,FY2024-Q2,False
2024-06-04,4,23,June,2,2024,FY2024-Q2,False
2024-06-05,5,23,June,2,2024,FY2024-Q2,False
2024-06-06,6,23,June,2,2024,FY2024-Q2,False
2024-06-07,7,23,June,2,2024,FY2024-Q2,False
2024-06-08,8,23,June,2,2024,FY2024-Q2,True
2024-06-09,9,23,June,2,2024,FY2024-Q2,True
2024-06-10,10,24,June,2,2024,FY2024-Q2,False
2024-06-11,11,24,June,2,2024,FY2024-Q2,False
2024-06-12,12,24,June,2,2024,FY2024-Q2,False
2024-06-13,13,24,June,2,2024,FY2024-Q2,False
2024-06-14,14,24,June,2,2024,FY2024-Q2,False
2024-06-15,15,24,June,2,2024,FY2024-Q2,True
2024-06-16,16,24,June,2,2024,FY2024-Q2,True
2024-06-17,17,25,June,2,2024,FY2024-Q2,False
2024-06-18,18,25,June,2,2024,FY2024-Q2,False
2024-06-19,19,25,June,2,2024,FY2024-Q2,False
2024-06-20,20,25,June,2,2024,FY2024-Q2,False
2024-06-21,21,25,June,2,2024,FY2024-Q2,False
2024-06-22,22,25,June,2,2024,FY2024-Q2,True
2024-06-23,23,25,June,2,2024,FY2024-Q2,True
2024-06-24,24,26,June,2,2024,FY2024-Q2,False
2024-06-25,25,26,June,2,2024,FY2024-Q2,False
2024-06-26,26,26,June,2,2024,FY2024-Q2,False
2024-06-27,27,26,June,2,2024,FY2024-Q2,False
2024-06-28,28,26,June,2,2024,FY2024-Q2,False
2024-06-29,29,26,June,2,2024,FY2024-Q2,True
2024-06-30,30,26,June,2,2024,FY2024-Q2,True
2024-07-01,1,27,July,3,2024,FY2024-Q3,False
2024-07-02,2,27,July,3,2024,FY2024-Q3,False
2024-07-03,3,27,July,3,2024,FY2024-Q3,False
2024-07-04,4,27,July,3,2024,FY2024-Q3,False
2024-07-05,5,27,July,3,2024,FY2024-Q3,False
2024-07-06,6,27,July,3,2024,FY2024-Q3,True
2024-07-07,7,27,July,3,2024,FY2024-Q3,True
2024-07-08,8,28,July,3,2024,FY2024-Q3,False
2024-07-09,9,28,July,3,2024,FY2024-Q3,False
2024-07-10,10,28,July,3,2024,FY2024-Q3,False
2024-07-11,11,28,July,3,2024,FY2024-Q3,False
2024-07-12,12,28,July,3,2024,FY2024-Q3,False
2024-07-13,13,28,July,3,2024,FY2024-Q3,True
2024-07-14,14,28,July,3,2024,FY2024-Q3,True
2024-07-15,15,29,July,3,2024,FY2024-Q3,False
2024-07-16,16,29,July,3,2024,FY2024-Q3,False
2024-07-17,17,29,July,3,2024,FY2024-Q3,False
2024-07-18,18,29,July,3,2024,FY2024-Q3,False
2024-07-19,19,29,July,3,2024,FY2024-Q3,False
2024-07-20,20,29,July,3,2024,FY2024-Q3,True
2024-07-21,21,29,July,3,2024,FY2024-Q3,True
2024-07-22,22,30,July,3,2024,FY2024-Q3,False
2024-07-23,23,30,July,3,2024,FY2024-Q3,False
2024-07-24,24,30,July,3,2024,FY2024-Q3,False
2024-07-25,25,30,July,3,2024,FY2024-Q3,False
2024-07-26,26,30,July,3,2024,FY2024-Q3,False
2024-07-27,27,30,July,3,2024,FY2024-Q3,True
2024-07-28,28,30,July,3,2024,FY2024-Q3,True
2024-07-29,29,31,July,3,2024,FY2024-Q3,False
2024-07-30,30,31,July,3,2024,FY2024-Q3,False
2024-07-31,31,31,July,3,2024,FY2024-Q3,False
2024-08-01,1,31,August,3,2024,FY2024-Q3,False
2024-08-02,2,31,August,3,2024,FY2024-Q3,False
2024-08-03,3,31,August,3,2024,FY2024-Q3,True
2024-08-04,4,31,August,3,2024,FY2024-Q3,True
2024-08-05,5,32,August,3,2024,FY2024-Q3,False
2024-08-06,6,32,August,3,2024,FY2024-Q3,False
2024-08-07,7,32,August,3,2024,FY2024-Q3,False
2024-08-08,8,32,August,3,2024,FY2024-Q3,False
2024-08-09,9,32,August,3,2024,FY2024-Q3,False
2024-08-10,10,32,August,3,2024,FY2024-Q3,True
2024-08-11,11,32,August,3,2024,FY2024-Q3,True
2024-08-12,12,33,August,3,2024,FY2024-Q3,False
2024-08-13,13,33,August,3,2024,FY2024-Q3,False
2024-08-14,14,33,August,3,2024,FY2024-Q3,False
2024-08-15,15,33,August,3,2024,FY2024-Q3,False
2024-08-16,16,33,August,3,2024,FY2024-Q3,False
2024-08-17,17,33,August,3,2024,FY2024-Q3,True
2024-08-18,18,33,August,3,2024,FY2024-Q3,True
2024-08-19,19,34,August,3,2024,FY2024-Q3,False
2024-08-20,20,34,August,3,2024,FY2024-Q3,False
2024-08-21,21,34,August,3,2024,FY2024-Q3,False
2024-08-22,22,34,August,3,2024,FY2024-Q3,False
2024-08-23,23,34,August,3,2024,FY2024-Q3,False
2024-08-24,24,34,August,3,2024,FY2024-Q3,True
2024-08-25,25,34,August,3,2024,FY2024-Q3,True
2024-08-26,26,35,August,3,2024,FY2024-Q3,False
2024-08-27,27,35,August,3,2024,FY2024-Q3,False
2024-08-28,28,35,August,3,2024,FY2024-Q3,False
2024-08-29,29,35,August,3,2024,FY2024-Q3,False
2024-08-30,30,35,August,3,2024,FY2024-Q3,False
2024-08-31,31,35,August,3,2024,FY2024-Q3,True
2024-09-01,1,35,September,3,2024,FY2024-Q3,True
2024-09-02,2,36,September,3,2024,FY2024-Q3,False
2024-09-03,3,36,September,3,2024,FY2024-Q3,False
2024-09-04,4,36,September,3,2024,FY2024-Q3,False
2024-09-05,5,36,September,3,2024,FY2024-Q3,False
2024-09-06,6,36,September,3,2024,FY2024-Q3,False
2024-09-07,7,36,September,3,2024,FY2024-Q3,True
2024-09-08,8,36,September,3,2024,FY2024-Q3,True
2024-09-09,9,37,September,3,2024,FY2024-Q3,False
2024-09-10,10,37,September,3,2024,FY2024-Q3,False
2024-09-11,11,37,September,3,2024,FY2024-Q3,False
2024-09-12,12,37,September,3,2024,FY2024-Q3,False
2024-09-13,13,37,September,3,2024,FY2024-Q3,False
2024-09-14,14,37,September,3,2024,FY2024-Q3,True
2024-09-15,15,37,September,3,2024,FY2024-Q3,True
2024-09-16,16,38,September,3,2024,FY2024-Q3,False
2024-09-17,17,38,September,3,2024,FY2024-Q3,False
2024-09-18,18,38,September,3,2024,FY2024-Q3,False
2024-09-19,19,38,September,3,2024,FY2024-Q3,False
2024-09-20,20,38,September,3,2024,FY2024-Q3,False
2024-09-21,21,38,September,3,2024,FY2024-Q3,True
2024-09-22,22,38,September,3,2024,FY2024-Q3,True
2024-09-23,23,39,September,3,2024,FY2024-Q3,False
2024-09-24,24,39,September,3,2024,FY2024-Q3,False
2024-09-25,25,39,September,3,2024,FY2024-Q3,False
2024-09-26,26,39,September,3,2024,FY2024-Q3,False
2024-09-27,27,39,September,3,2024,FY2024-Q3,False
2024-09-28,28,39,September,3,2024,FY2024-Q3,True
2024-09-29,29,39,September,3,2024,FY2024-Q3,True
2024-09-30,30,40,September,3,2024,FY2024-Q3,False
2024-10-01,1,40,October,4,2024,FY2024-Q4,False
2024-10-02,2,40,October,4,2024,FY2024-Q4,False
2024-10-03,3,40,October,4,2024,FY2024-Q4,False
2024-10-04,4,40,October,4,2024,FY2024-Q4,False
2024-10-05,5,40,October,4,2024,FY2024-Q4,True
2024-10-06,6,40,October,4,2024,FY2024-Q4,True
2024-10-07,7,41,October,4,2024,FY2024-Q4,False
2024-10-08,8,41,October,4,2024,FY2024-Q4,False
2024-10-09,9,41,October,4,2024,FY2024-Q4,False
2024-10-10,10,41,October,4,2024,FY2024-Q4,False
2024-10-11,11,41,October,4,2024,FY2024-Q4,False
2024-10-12,12,41,October,4,2024,FY2024-Q4,True
2024-10-13,13,41,October,4,2024,FY2024-Q4,True
2024-10-14,14,42,October,4,2024,FY2024-Q4,False
2024-10-15,15,42,October,4,2024,FY2024-Q4,False
2024-10-16,16,42,October,4,2024,FY2024-Q4,False
2024-10-17,17,42,October,4,2024,FY2024-Q4,False
2024-10-18,18,42,October,4,2024,FY2024-Q4,False
2024-10-19,19,42,October,4,2024,FY2024-Q4,True
2024-10-20,20,42,October,4,2024,FY2024-Q4,True
2024-10-21,21,43,October,4,2024,FY2024-Q4,False
2024-10-22,22,43,October,4,2024,FY2024-Q4,False
2024-10-23,23,43,October,4,2024,FY2024-Q4,False
2024-10-24,24,43,October,4,2024,FY2024-Q4,False
2024-10-25,25,43,October,4,2024,FY2024-Q4,False
2024-10-26,26,43,October,4,2024,FY2024-Q4,True
2024-10-27,27,43,October,4,2024,FY2024-Q4,True
2024-10-28,28,44,October,4,2024,FY2024-Q4,False
2024-10-29,29,44,October,4,2024,FY2024-Q4,False
2024-10-30,30,44,October,4,2024,FY2024-Q4,False
2024-10-31,31,44,October,4,2024,FY2024-Q4,False
2024-11-01,1,44,November,4,2024,FY2024-Q4,False
2024-11-02,2,44,November,4,2024,FY2024-Q4,True
2024-11-03,3,44,November,4,2024,FY2024-Q4,True
2024-11-04,4,45,November,4,2024,FY2024-Q4,False
2024-11-05,5,45,November,4,2024,FY2024-Q4,False
2024-11-06,6,45,November,4,2024,FY2024-Q4,False
2024-11-07,7,45,November,4,2024,FY2024-Q4,False
2024-11-08,8,45,November,4,2024,FY2024-Q4,False
2024-11-09,9,45,November,4,2024,FY2024-Q4,True
2024-11-10,10,45,November,4,2024,FY2024-Q4,True
2024-11-11,11,46,November,4,2024,FY2024-Q4,False
2024-11-12,12,46,November,4,2024,FY2024-Q4,False
2024-11-13,13,46,November,4,2024,FY2024-Q4,False
2024-11-14,14,46,November,4,2024,FY2024-Q4,False
2024-11-15,15,46,November,4,2024,FY2024-Q4,False
2024-11-16,16,46,November,4,2024,FY2024-Q4,True
2024-11-17,17,46,November,4,2024,FY2024-Q4,True
2024-11-18,18,47,November,4,2024,FY2024-Q4,False
2024-11-19,19,47,November,4,2024,FY2024-Q4,False
2024-11-20,20,47,November,4,2024,FY2024-Q4,False
2024-11-21,21,47,November,4,2024,FY2024-Q4,False
2024-11-22,22,47,November,4,2024,FY2024-Q4,False
2024-11-23,23,47,November,4,2024,FY2024-Q4,True
2024-11-24,24,47,November,4,2024,FY2024-Q4,True
2024-11-25,25,48,November,4,2024,FY2024-Q4,False
2024-11-26,26,48,November,4,2024,FY2024-Q4,False
2024-11-27,27,48,November,4,2024,FY2024-Q4,False
2024-11-28,28,48,November,4,2024,FY2024-Q4,False
2024-11-29,29,48,November,4,2024,FY2024-Q4,False
2024-11-30,30,48,November,4,2024,FY2024-Q4,True
2024-12-01,1,48,December,4,2024,FY2024-Q4,True
2024-12-02,2,49,December,4,2024,FY2024-Q4,False
2024-12-03,3,49,December,4,2024,FY2024-Q4,False
2024-12-04,4,49,December,4,2024,FY2024-Q4,False
2024-12-05,5,49,December,4,2024,FY2024-Q4,False
2024-12-06,6,49,December,4,2024,FY2024-Q4,False
2024-12-07,7,49,December,4,2024,FY2024-Q4,True
2024-12-08,8,49,December,4,2024,FY2024-Q4,True
2024-12-09,9,50,December,4,2024,FY2024-Q4,False
2024-12-10,10,50,December,4,2024,FY2024-Q4,False
2024-12-11,11,50,December,4,2024,FY2024-Q4,False
2024-12-12,12,50,December,4,2024,FY2024-Q4,False
2024-12-13,13,50,December,4,2024,FY2024-Q4,False
2024-12-14,14,50,December,4,2024,FY2024-Q4,True
2024-12-15,15,50,December,4,2024,FY2024-Q4,True
2024-12-16,16,51,December,4,2024,FY2024-Q4,False
2024-12-17,17,51,December,4,2024,FY2024-Q4,False
2024-12-18,18,51,December,4,2024,FY2024-Q4,False
2024-12-19,19,51,December,4,2024,FY2024-Q4,False
2024-12-20,20,51,December,4,2024,FY2024-Q4,False
2024-12-21,21,51,December,4,2024,FY2024-Q4,True
2024-12-22,22,51,December,4,2024,FY2024-Q4,True
2024-12-23,23,52,December,4,2024,FY2024-Q4,False
2024-12-24,24,52,December,4,2024,FY2024-Q4,False
2024-12-25,25,52,December,4,2024,FY2024-Q4,False
2024-12-26,26,52,December,4,2024,FY2024-Q4,False
2024-12-27,27,52,December,4,2024,FY2024-Q4,False
2024-12-28,28,52,December,4,2024,FY2024-Q4,True
2024-12-29,29,52,December,4,2024,FY2024-Q4,True
2024-12-30,30,1,December,4,2024,FY2024-Q4,False
2024-12-31,31,1,December,4,2024,FY2024-Q4,False
